Nazwisko aktualne,Liczba
PENCONEK,124
PHILIPP,124
PIECEWICZ,124
PIECIUL,124
PILACHOWSKA,124
PIWCZYK,124
POLACZKIEWICZ,124
POLKA,124
PRENTKA,124
PROJS,124
PRZĄDA,124
PRZYKAZA,124
PSIK,124
PUNDYK,124
PUSKARZ,124
RADEL,124
REJKOWICZ,124
RONDUDA,124
ROŻKOWICZ,124
RYDZOŃ,124
SABALSKA,124
SAMLUK,124
SAWONIUK,124
SCHMELTER,124
SIEMASZ,124
SIM,124
SKORLIŃSKA,124
SKURZOK,124
SMOCZEK,124
SMÓŁKOWSKA,124
SOBORSKA,124
SOBOTKIEWICZ,124
SOROTA,124
STANUSZEK,124
STEGIENKO,124
SUPRANOWICZ,124
SWINIARSKA,124
SZALUŚ,124
SZAPOWAŁ,124
SZENIAWSKA,124
SZMITKO,124
SZOŁDROWSKA,124
SZUSTKOWSKA,124
SZUTTA,124
ŚCIECHOWSKA,124
ŚWIERZBIN,124
ŚWIOKŁO,124
TELMA,124
TERMENA,124
TESARSKA,124
TURKOWIAK,124
TYRCZ,124
TYRKIEL,124
UTECHT,124
VOITOVYCH,124
WACIŃSKA,124
WALISIEWICZ,124
WLEKLAK,124
WOJA,124
ZABIEGLIŃSKA,124
ZARYCZNY,124
ZBONIKOWSKA,124
ZBRZYZNA,124
ZIELENIECKA,124
ŹRÓDŁOWSKA,124
ŻMIEJKO,124
ARBASZEWSKA,123
BACHURA,123
BARNIK,123
BASIUK,123
BIJOCH,123
BORCZAK,123
BORDEWICZ,123
BRYNCZKA,123
CAŁCZYŃSKA,123
CEGLEWSKA,123
CERKOWNIAK,123
CHARUK,123
CIORGA,123
CUGOWSKA,123
CUPAŁ,123
CZECHANOWSKA,123
CZEKAŁOWSKA,123
ĆWIELUCH,123
DADAŁ,123
DAMM,123
DĄBAŁA,123
DOMONIK,123
DRABIEC,123
DUBIEC,123
DUMKIEWICZ,123
DUNIN,123
DYCHTO,123
DŹWIGAJ,123
FELNER,123
FIRUT,123
FLEGER,123
GAJOWY,123
GARDUŁA,123
GARYGA,123
GIEŁDON,123
GLENSK,123
GONTAR,123
GREEN,123
GRUBIZNA,123
GUMIENNY,123
HALKO,123
HARASYM,123
HOŁDERNA,123
JANTOSZ,123
JARENTOWSKA,123
JESIOŁKIEWICZ,123
JĘCZMIEŃ,123
JĘŻAK,123
JOKS,123
JUSTYNIARSKA,123
KALLAS,123
KALWARA,123
KAPANOWSKA,123
KARMIŃSKA,123
KASZEK,123
KATLEWSKA,123
KENDRA,123
KENDZIA,123
KIELISZEWSKA,123
KIEŻEL,123
KISIELOWSKA,123
KLEPARSKA,123
KŁUJSZO,123
KOLAWA,123
KOŁĄTAJ,123
KONECKO,123
KONKA,123
KONTOWSKA,123
KORASIAK,123
KORDULEWSKA,123
KOSAŁA,123
KOSZTOWNIAK,123
KOWALICZEK,123
KOZIESTAŃSKA,123
KRAWĘTKOWSKA,123
KRĘPEĆ,123
KRUSZNIEWSKA,123
KSIĘŻAREK,123
KUCZKOWIAK,123
KURASZKIEWICZ,123
KWAŚKIEWICZ,123
KWIL,123
LELAS,123
LEPCZAK,123
LIASHENKO,123
LICHACZEWSKA,123
LUSINA,123
ŁĘŻNA,123
MAJKUSIAK,123
MAKOTA,123
MARDOŃ,123
MARKISZ,123
MAZERSKA,123
MIDZIO,123
MIZGAJSKA,123
MROSZCZAK,123
NICGORSKA,123
OBCZYŃSKA,123
OLĘCKA,123
OMYLAK,123
PAPIER,123
PARDUS,123
PAWLARCZYK,123
PEL,123
PIEKUŚ,123
PIETROCZUK,123
PIĘTEK,123
PODGÓRNY,123
POPPE,123
POZNAR,123
PRASAŁEK,123
PUCHER,123
PUSZKAREK,123
RABIAŃSKA,123
RAWINIS,123
RETELEWSKA,123
RZENNO,123
SANDAK,123
SARACYN,123
SARZALSKA,123
SIBIELAK,123
SIOŁEK,123
SKORODZIEŃ,123
SKUPNIK,123
SODZAWICZNY,123
SOŁKIEWICZ,123
STARZYCZNY,123
STOCHŁA,123
SZCZUKIECKA,123
SZLEPER,123
SZWARGA,123
ŚLAZ,123
ŚLAŻYŃSKA,123
TĘTNOWSKA,123
TOMPALSKA,123
TRUBACZ,123
TRZEŚNIAK,123
URAN,123
VOSS,123
WARCZOK,123
WELKA,123
WĘCEK,123
WISOWSKA,123
WITYK,123
WODZISZ,123
WOLMAN,123
WYMYSŁO,123
ZAKRĘTA,123
ZAŁĘGOWSKA,123
ZĄTEK,123
ZWIERZYCKA,123
ŻYWANOWSKA,123
ANTOLEC,122
ASTRAMOWICZ,122
AUGUSTIN,122
BAKIERSKA,122
BANEL,122
BITOWT,122
BOCHNA,122
BOCZNIEWICZ,122
BOLCZAK,122
BORODZICZ,122
BRANNY,122
BUDZIASZEK,122
BUDZINSKA,122
BUZIAK,122
BYCZKO,122
CAPIK,122
CEGIEŁKOWSKA,122
CEJBA,122
CHĘCIEK,122
CHOŁOTA,122
CHWALIBÓG,122
CIOŁKA,122
CZEREPANIAK,122
CZUGAŁA,122
DAHM,122
DANG,122
DELKOWSKA,122
DOBERSTEIN,122
DOMAN,122
DOMŻAŁOWICZ,122
DRABARZ,122
DRAŁUS,122
DREWIENKOWSKA,122
DZBIK,122
DZIESZKO,122
EKSNER,122
FABRYCKA,122
FĄFERKO,122
FIDURSKA,122
FIRYN,122
GALUŚ,122
GĄCIK,122
GĄDZIK,122
GEMBAROWSKA,122
GERKA,122
GNICH,122
GORAJEWSKA,122
GRASZEK,122
GRATA,122
GREFKOWICZ,122
GREGIER,122
GUMINIAK,122
GWOŹDZIŃSKA,122
HEJAK,122
HERASYMENKO,122
HINCKE,122
HRYŃCZUK,122
IGNACIK,122
JANCIK,122
JOCHIM,122
KARASEWICZ,122
KARKOSA,122
KASIUK,122
KASZCZYŃSKA,122
KAZA,122
KĘPISTA,122
KIETLA,122
KISZYCKA,122
KLĘPKA,122
KŁĘBOWSKA,122
KNITER,122
KOPISZKA,122
KORDASIEWICZ,122
KORTH,122
KOSZUCKA,122
KRAJCZYK,122
KRZEPICKA,122
KRZYSZTAŁOWICZ,122
KUBOK,122
KULESZO,122
KUPIJAJ,122
KURTIAK,122
LABUT,122
LAMKOWSKA,122
LELIWA,122
LEPER,122
LEWOC,122
LIGOROWSKA,122
LISSOWSKA,122
LOSIAK,122
LULKIEWICZ,122
MASEŁEK,122
MASTALERCZUK,122
MATELOWSKA,122
MATURSKA,122
MAŹ,122
MELNYCHENKO,122
MENDE,122
MICHAŁKOWSKA,122
MIDUCH,122
MIGO,122
MONDEL,122
MUZA,122
NAGRABSKA,122
NAHAJOWSKA,122
NALIŃSKA,122
NELKOWSKA,122
NĘCEK,122
NIELABA,122
NONAS,122
OBLIŃSKA,122
OGROCKA,122
OLEJARKA,122
OPAŁKO,122
OSEŁKA,122
PACHNICKA,122
PARAT,122
PASZCZYŃSKA,122
PAWĘZOWSKA,122
PEROŃCZYK,122
PIECHACZYK,122
PIECHUT,122
PIECKO,122
PISKOŃ,122
PISKULSKA,122
PISZCZYŃSKA,122
PISZEWSKA,122
PLAMOWSKA,122
PLEKANIEC,122
PŁASKOŃ,122
PODUFALSKA,122
PONTUS,122
PRZYWOJSKA,122
PSZON,122
PYTLASIŃSKA,122
RACHELSKA,122
REMBEK,122
ROJDA,122
ROŻAK,122
RUSAKIEWICZ,122
RYJAK,122
RZEMIEŃ,122
RZODECZKO,122
SALASA,122
SALUS,122
SAWCZYSZYN,122
SIECZKAREK,122
SIEDLARCZYK,122
SIÓDMAK,122
SKAŹNIK,122
SOLORZ,122
SOŁTYKIEWICZ,122
SPOCZYŃSKA,122
STARANOWICZ,122
STENDERA,122
STOMSKA,122
STYCZYRZ,122
SUSKIEWICZ,122
SYLWANOWICZ,122
SYSIO,122
SZACHOWSKA,122
SZAJSTEK,122
SZCZYGLIŃSKA,122
SZKORUPA,122
SZTEJKA,122
SZUBRA,122
SZWEDZIAK,122
SZYBISTY,122
ŚLEZIŃSKA,122
ŚMIECHURA,122
TARACIŃSKA,122
TARASOVA,122
UFIR,122
WALACH,122
WANCERZ,122
WANIC,122
WASILA,122
WIELGOLEWSKA,122
WIELOSZ,122
WILAND,122
WINGERT,122
WLEKŁA,122
WOŁOSZYNEK,122
WOSZCZYŁO,122
WYLĄG,122
WYLEŻUCH,122
ZYGAROWICZ,122
ŹRUBEK,122
AMBROS,121
ANDRYKA,121
BABIJCZUK,121
BANDERA,121
BARCZYSZYN,121
BASOŃ,121
BECHT,121
BLADY,121
BOHONOS,121
BONCOL,121
BRATUŚ,121
BRYŁKOWSKA,121
BRZDĄK,121
BRZESZCZYŃSKA,121
BUDZIOCH,121
BURDYN,121
BUWAJ,121
CHODUP,121
CHOI,121
CHUDZIA,121
CHUMAK,121
CIELEBAN,121
CIENIEK,121
CISEWSKA,121
CWIELONG,121
CYZA,121
CZEMPAS,121
CZYCZ,121
DABIŃSKA,121
DAMASZEK,121
DAWIDKO,121
DEMKIEWICZ,121
DERRA,121
DIAKÓW,121
DOBROLIŃSKA,121
DRELICHARZ,121
DUŻYK,121
DZIERLATKA,121
FLISIUK,121
FLORIANOWICZ,121
FULARZ,121
GABRYELEWICZ,121
GARCZORZ,121
GATTNER,121
GAWAŁKIEWICZ,121
GAWEŁDA,121
GAWINOWSKA,121
GIBES,121
GLAJC,121
GLAMOWSKA,121
GŁĄBICA,121
GOŁASKA,121
GORALCZYK,121
GORTATOWSKA,121
GORZULA,121
GOTOWICZ,121
GRAJCAREK,121
GRASELA,121
GROCHOŁA,121
GRUS,121
HANCZARUK,121
HAWRANEK,121
HELM,121
HERBASZ,121
HERCUŃ,121
HORYD,121
JADCZYSZYN,121
JAJKOWSKA,121
JAKIMCZYK,121
JASKIERSKA,121
JEMIOŁEK,121
JIN,121
KACAK,121
KARWETA,121
KĘPAS,121
KIKLICA,121
KINDRAT,121
KLEIBER,121
KLIMOSZ,121
KOCIOŁ,121
KOCZYBA,121
KOFIN,121
KOKSANOWICZ,121
KOLANUS,121
KORCIPA,121
KRAUTWURST,121
KROKOCKA,121
KRZEPTOWSKA,121
KUFLEWSKA,121
KULLING,121
KUPICZ,121
KUPTZ,121
KURPAN,121
KUZMINA,121
LACHS,121
LATAWSKA,121
LAZAREWICZ,121
LECHNIO,121
LEŚNIARA,121
LUTOBORSKA,121
ŁABUĆ,121
ŁOCHYŃSKA,121
ŁUKAŃKO,121
ŁYKUS,121
MACINA,121
MAKIŁA,121
MAKSALON,121
MALINGER,121
MALINOWSKI,121
MAŁCZUK,121
MARGIELA,121
MATEROWSKA,121
MELNICKA,121
MICIUK,121
MIDA,121
MIEZIO,121
MILESZKO,121
MORGAN,121
MORGIEL,121
MUDEL,121
MURAK,121
MUSZTYFAGA,121
NAPLOCHA,121
NASARZEWSKA,121
NELEC,121
NOWICKI,121
OBEL,121
OLESZKOWICZ,121
OSMELAK,121
PAŁYSA,121
PANOCHA,121
PAPROT,121
PERNACH,121
PEŚLA,121
PĘDRYS,121
PĘZA,121
PIENIO,121
PIEŃCZAK,121
PIĘCEK,121
PILIPIEC,121
PODSĘDEK,121
POGORZELCZYK,121
POKAROWSKA,121
POLEJOWSKA,121
PONCYLIUSZ,121
PRACH,121
PRUDLIK,121
PSTROWSKA,121
PUPEL,121
PYZIŃSKA,121
RACZYKOWSKA,121
RATOŃ,121
REMBAS,121
ROZNOWSKA,121
RUCZAJ,121
SAKRAJDA,121
SANIK,121
SAWARYN,121
SIERGIEJUK,121
SIPIORA,121
SKŁUCKA,121
SKRZEKUT,121
SREBRZYŃSKA,121
STACHARSKA,121
SURLAS,121
SZATKA,121
SZLOSARCZYK,121
SZROM,121
SZUMICKA,121
SZUTKIEWICZ,121
SZYBICKA,121
SZYMAŃSKI,121
SZYNCZEWSKA,121
ŚCIPIEŃ,121
ŚLĘZOK,121
ŚNIADKOWSKA,121
ŚWIERNIAK,121
TCHOROWSKA,121
TOCZKOWSKA,121
TRESKA,121
TYLAWSKA,121
TYSIAK,121
UZAROWICZ,121
WACKO,121
WASIOŁEK,121
WAWREJKO,121
WAWRZYNÓW,121
WIADERKIEWICZ,121
WILLMANN,121
WITTCHEN,121
WITUSKA,121
WŁÓDARCZYK,121
WOJEWNIK,121
WOSTAL,121
WUJDA,121
WYBRANIAK,121
WYPIJ,121
ZACŁONA,121
ZAJĄCZEK,121
ZAKRAWACZ,121
ZAPOLNIK,121
ZDUNIK,121
ZŁOMANIEC,121
ŻYGA,121
BALTAZIUK,120
BAŁAJEWICZ,120
BANDYSZEWSKA,120
BEDRYJ,120
BEKASIEWICZ,120
BELT,120
BEŁCIK,120
BEN,120
BĘCKA,120
BIESCHKE,120
BIRNBAUM,120
BLINKIEWICZ,120
BODALSKA,120
BODYLSKA,120
BORTACKA,120
BUCHANIEC,120
BUDZICHOWSKA,120
BUNDZ,120
BURKOWICZ,120
CAŁKO,120
CEBERNIK,120
CETKOWSKA,120
CHABORA,120
CHOMEJ,120
CIARACH,120
CIECIUCH,120
CIEKLIŃSKA,120
CIKACZ,120
CUDECKA,120
CUDOK,120
CYNOWSKA,120
CZARNASIAK,120
CZARNEK,120
CZUDEC,120
CZYRKA,120
ĆWIR,120
DARGIEL,120
DEREBECKA,120
DEWOR,120
DMOCHEWICZ,120
DOBRA,120
DRUŻDŻ,120
DYCHTOŃ,120
DYNUS,120
DZIAD,120
DZIĘBOR,120
FEDERCZYK,120
FEJFER,120
FELCZYKOWSKA,120
FELIŃCZAK,120
GADEK,120
GIDELSKA,120
GILLNER,120
GIREK,120
GOLMENTO,120
GOŚCIMSKA,120
GRADZIUK,120
GRZESISTA,120
GUZIEL,120
HAŁATEK,120
HASSAN,120
HASSE,120
HERBEĆ,120
HOLK,120
HOŁODNIAK,120
HYBA,120
JABŁCZYŃSKA,120
JANURA,120
JARMUSZCZAK,120
JĘSIAK,120
JÓZEFKO,120
JÓŹWIUK,120
KACICA,120
KAŁABUN,120
KARMOLIŃSKA,120
KEMPARA,120
KIAŁKA,120
KLAKLA,120
KLIKOWICZ,120
KŁÓDKA,120
KNEĆ,120
KOKSA,120
KOLASSA,120
KOŁASZEWSKA,120
KOPASZEWSKA,120
KORBUSZEWSKA,120
KORZIŃSKA,120
KORZUCH,120
KOSTECZKA,120
KOTYRA,120
KOZŁOWSKI,120
KRAZIŃSKA,120
KUBALAK,120
KULĄGOWSKA,120
KURPYTA,120
KŰHN,120
KWELLA,120
LABRYGA,120
LIBERTOWSKA,120
LISICA,120
LISZTWAN,120
ŁAGIEWKA,120
MACHNA,120
MADERAK,120
MAKSAJDA,120
MALITOWSKA,120
MATOWICKA,120
MATYSZKOWICZ,120
MIKLEWICZ,120
MIKUŁKO,120
MIRA,120
MISARKO,120
MOŻDŻANOWSKA,120
MUSIOL,120
MYKHALCHUK,120
NAJDZION,120
NAWROTKIEWICZ,120
NIŚKIEWICZ,120
NOWOŚWIAT,120
OLK,120
OLSZTYŃSKA,120
ORCHEL,120
ORYŃCZAK,120
OSINSKA,120
OSTROWSKI,120
OSTRYCHARCZYK,120
PAŁKIEWICZ,120
PASZKIEL,120
PATRYARCHA,120
PĘCHEREK,120
PĘTKOWSKA,120
PIETERWAS,120
PIROS,120
PRACOŃ,120
PRĘTKIEWICZ,120
PRONDZIŃSKA,120
PUGACEWICZ,120
RESZELSKA,120
ROGALKA,120
ROMPCZYK,120
ROZMARYNOWICZ,120
RUMAS,120
RUSOWICZ,120
SADANOWICZ,120
SADŁEK,120
SAKSON,120
SELONKE,120
SIMA,120
SIOCH,120
SKIBISZEWSKA,120
SMAGŁOWSKA,120
SOŁTOWSKA,120
SPROCH,120
SROGOSZ,120
STECH,120
STOPIAK,120
STRĄCZKOWSKA,120
STRECKER,120
SZCZYTKOWSKA,120
SZELKOWSKA,120
SZESTOWICKA,120
SZEWKO,120
SZPAŁEK,120
SZPULAK,120
SZTEJTER,120
SZULAR,120
SZULERECKA,120
SZURMAK,120
SZURNICKA,120
ŚWIRTA,120
TRYNKIEWICZ,120
TURLEWICZ,120
TYZO,120
URYCH,120
URYCKA,120
USNARSKA,120
WADOWIEC,120
WALIŚ,120
WALLACH,120
WANIOWSKA,120
WAWOK,120
WAWRYN,120
WAWRZEŃCZAK,120
WĄTŁA,120
WEKWERT,120
WIDŁO,120
WIECIŃSKA,120
WODZICKA,120
WYMAZAŁA,120
ZDECHLIK,120
ZYMON,120
ŻAŁOBA,120
ALEKSIEJCZYK,119
ANDREJCZYK,119
AWSIUKIEWICZ,119
BABILAS,119
BANAS,119
BANIOWSKA,119
BAŃBURA,119
BIENIEWICZ,119
BŁOCIŃSKA,119
BONDEL,119
BOŻEWICZ,119
BRACHOWSKA,119
BRONA,119
BRONECKA,119
BRUNIECKA,119
BUNIAK,119
BUSEK,119
BZDAWKA,119
CARYK,119
CELI,119
CHAMIER-GLISZCZYŃSKA,119
CHOROSZY,119
CHUDOWOLSKA,119
CHWIL,119
CIACHOROWSKA,119
CIRA,119
CYPRYCH,119
DAŃSKA,119
DĄBROWSKI,119
DEUTSCH,119
DISTERHEFT,119
DŁUBEK,119
DOBRZELECKA,119
DONNER,119
DRAK,119
DUDOŃ,119
DURTKA,119
DZIURLIKOWSKA,119
FALBORSKA,119
FALTYŃSKA,119
FIEĆKO,119
FIJAŁKIEWICZ,119
FLORYS,119
GAJOWIEC,119
GAMBUŚ,119
GARNYSZ,119
GIERLIK,119
GIERZ,119
GOJKE,119
GOŁYŚ,119
GOŚCIAK,119
GRĘDYSA,119
GRUZ,119
GUTMAN,119
HABZA,119
HAŁDAŚ,119
HANIEWICZ,119
HEINZ,119
HEPPNER,119
HEYDUK,119
HUDEK,119
HYC,119
INTEREWICZ,119
JURCZYGA,119
KALUTA,119
KAMPE,119
KATYŃSKA,119
KENDZIERSKA,119
KICZOR,119
KIEPIELA,119
KLEMENSKA,119
KOBIAŁKO,119
KOCIEMSKA,119
KOLERSKA,119
KOLIBOWSKA,119
KOŁA,119
KONSUR,119
KOROTKIEWICZ,119
KORŻYŃSKA,119
KOTIUK,119
KOTNOWSKA,119
KOWAŃSKA,119
KRYSMANN,119
KUBERACKA,119
KUCZARA,119
KUDZIN,119
KUJAŁOWICZ,119
KURLANC,119
KUZDROWSKA,119
LEPIORZ,119
LEWIKOWSKA,119
LEZNER,119
LIMINOWICZ,119
MAKARCZYK,119
MALISIEWICZ,119
MANTEUFEL,119
MARDAUS,119
MARSULA,119
MIDAK,119
MISIK,119
MIZERACKA,119
NAPIERAJCZYK,119
NASZKIEWICZ,119
NIEKŁAŃ,119
OKAZ,119
OLEJARNIK,119
OPAROWSKA,119
OSNOWSKA,119
OSTROGA,119
OSTROMĘCKA,119
OSYS,119
OZIOMEK,119
PACIUCH,119
PASISZ,119
PERLEJEWSKA,119
PETRZAK,119
PICHLIŃSKA,119
PIETRUSIK,119
PIPUTA,119
POBORCZYK,119
POLEWACZ,119
POTIOPA,119
PRACUCH,119
PRACZUK,119
PRUSZCZYK,119
PRZYSŁO,119
PYSZKO,119
REJER,119
REZULAK,119
RYBOWICZ,119
RZEŹWICKA,119
SAMOILENKO,119
SARGSYAN,119
SEWASTIANOWICZ,119
SĘPIOŁ,119
SMUTNIAK,119
SOBIESZKODA,119
SOJ,119
SPECJALSKA,119
SPROT,119
STASINOWSKA,119
STAWUJAK,119
STĘPCZAK,119
STYLIŃSKA,119
SYREWICZ,119
SYZDÓŁ,119
SZAJERSKA,119
SZKOLAK,119
SZNAJDROWSKA,119
SZTEJKOWSKA,119
SZTUR,119
SZUDERA,119
SZURMA,119
SZUSTOWSKA,119
SZWEDZIK,119
ŚMIETANOWSKA,119
ŚWIĘTKOWSKA,119
ŚWIRKO,119
TATARZYŃSKA,119
TICHONIUK,119
TOMANIAK,119
TORCHALSKA,119
TORZYŃSKA,119
TRYBUCHOWSKA,119
TUSZEWSKA,119
TYCZEWSKA,119
TYLMANOWSKA,119
UŁAN,119
WCIŚLAK,119
WĘŻOWICZ,119
WIERZGAŁA,119
WNĘKOWICZ,119
WOROPAJ,119
WOZNIAK,119
WUTKE,119
WUTKOWSKA,119
WYPYSZYŃSKA,119
ZASUCHA,119
ZDYCH,119
ZIEMNIK,119
ZIEŃKO,119
ZNOSKO,119
ZYWAR,119
ŻADZIŁKO,119
ŻURAK,119
ADASIK,118
ALEKS,118
ANDRELCZYK,118
ANTOWSKA,118
ARNISTA,118
BACHORA,118
BAŃCEROWSKA,118
BASZCZOK,118
BĄBIAK,118
BECZKOWSKA,118
BEJMERT,118
BIADASZ,118
BIBRZYCKA,118
BIRYŁO,118
BLACHNICKA,118
BORAKIEWICZ,118
BULLMANN,118
BZIUKIEWICZ,118
CALÓW,118
CELNIK,118
CIACHOWSKA,118
CIELEPAK,118
CZAPOWSKA,118
CZOBOT,118
DEMBINSKA,118
DERDZIKOWSKA,118
DOLUK,118
DRELISZAK,118
DUBANIK,118
DUDAREWICZ,118
DUZOWSKA,118
DŹBIK,118
FABJAŃCZYK,118
FEDAN,118
FELICIAK,118
FIRLEJCZYK,118
FRELAK,118
FRYZOWSKA,118
FULCZYK,118
FURMANOWSKA,118
GALECKA,118
GAŁUSZA,118
GAZA,118
GENEJA,118
GĘBOŁYŚ,118
GOLL,118
GORZKO,118
GOŚLICKA,118
GRECZYŁO,118
GRIMM,118
GRYCNER,118
GRYNCEWICZ,118
GUTH,118
GUZIUK,118
HABRZYK,118
HAJDYŁA,118
HALAK,118
HAMERLIŃSKA,118
HAPKE,118
HERMYT,118
HOJDYS,118
HORNA,118
HRYCYSZYN,118
IMACH,118
JARNECKA,118
JASZKOWIC,118
JÄGER,118
JEWIAK,118
JĘDRZAK,118
JÓZAK,118
JUNGIEWICZ,118
KASZNICKA,118
KICMAN,118
KLICZKA,118
KLIMCZYŃSKA,118
KONDEL,118
KOPCZA,118
KORDYLASIŃSKA,118
KOŚNIEWSKA,118
KRĘGLICKA,118
KUMOCH,118
KUSIOŁEK,118
LEN,118
LEPOROWSKA,118
LESIEŃ,118
LEŚNIOK,118
LINCZOWSKA,118
LIPOWCZYK,118
LISOK,118
LUDEK,118
LUKOWSKA,118
ŁABUDZIŃSKA,118
ŁAPIN,118
ŁYK,118
MAI,118
MAJK,118
MALITA,118
MANDOK,118
MANEROWSKA,118
MARTENS,118
MARUNIAK,118
MASAJADA,118
MATULIS,118
MAZIŃSKA,118
MECNER,118
MELZACKA,118
MĘDRYK,118
MICUDA,118
MIODYŃSKA,118
MŁOTKIEWICZ,118
MOCNY,118
MRUKLIK,118
MYCH,118
MYTKO,118
NALEWSKA,118
NAREJKO,118
NATORA,118
NIEWIEJSKA,118
OSMOŁA,118
PAWLUSEK,118
PERDJON,118
PĘPKOWSKA,118
PIELUSZCZAK,118
PINTARA,118
POŁACIK,118
POŁOSAK,118
PRZYPIS,118
PUCUŁA,118
PYCEK,118
RAJTAK,118
REDEK,118
REINHOLZ,118
RESZKIEWICZ,118
ROPSKA,118
RYLL,118
SAMPOLSKA,118
SASKA,118
SENDLEWSKA,118
SETLIK,118
SIPKO,118
SIWULA,118
SKATUŁA,118
SKOLARUS,118
SKÓRNÓG,118
SŁOWY,118
SŁUBIK,118
SMAKA,118
SMÓŁKO,118
SOBORAK,118
STALEC,118
STĘCHŁA,118
STUCKA,118
STUDZIŻBA,118
SWORCZUK,118
SZAFERT,118
SZANIEC,118
SZARANEK,118
SZARWAS,118
SZOL,118
ŚMIERZCHAŁA,118
TAŁACH,118
TETLA,118
TOMACZKOWSKA,118
TRACEWSKA,118
TRALEWSKA,118
TROJNIAR,118
TRÓJCA,118
WARZAŁA,118
WASZKIEL,118
WENDLANDT,118
WICZUK,118
WIEJACHA,118
WILARY,118
WILKANIEC,118
WIÓRKOWSKA,118
WISIOREK,118
WOJCIESZCZAK,118
WOŁTOSZ,118
ZAMIELSKA,118
ZAMIRSKA,118
ZAWIERACZ,118
ZUBIAK,118
ZYCHAL,118
ŻEBRO,118
ŻYNDUL,118
ALANKIEWICZ,117
ALEJSKA,117
ANDRIICHUK,117
BAJGROWICZ,117
BALDOWSKA,117
BANCER,117
BANDOŁA,117
BANERT,117
BARABAŚ,117
BARTAS,117
BARUL,117
BEDNARZAK,117
BENDYKOWSKA,117
BERNACZYK,117
BODZIACHOWSKA,117
BOJAN,117
BOŁĄDŹ,117
BORÓWKO,117
BRAK NAZWISKA,117
BRALCZYK,117
BRAMORSKA,117
BRAŃCZYK,117
BUDACZ,117
BUI,117
BUKOLT,117
BUŻAN,117
BZDOŃ,117
BZIK,117
CHANEK,117
CHARYTANOWICZ,117
CIACIUCH,117
CIAPCIŃSKA,117
CIEŚLOWSKA,117
CIUNOWICZ,117
CYMBALUK,117
CYRANIAK,117
CZEKANOWSKA,117
CZORNIEJ,117
CZUDOWSKA,117
CZYGIER,117
DARASZKIEWICZ,117
DASTYCH,117
DAVYDOVA,117
DENDURA,117
DOBRACZYŃSKA,117
DOJLIDA,117
DOMINIUK,117
DYBEŁ,117
DYKSA,117
DYKTY,117
DYLAWERSKA,117
DZIATKOWSKA,117
FAFUŁA,117
FALGER,117
FIDZIUKIEWICZ,117
FIEDZIUKIEWICZ,117
FIUCZEK,117
FOLTYNIEWICZ,117
FRIEBE,117
FUSIARA,117
FUTERA,117
GAĆKOWSKA,117
GARBOCZ,117
GARCARZ,117
GOLARZ,117
GOŁA,117
GRANECKA,117
GRĘZIAK,117
GRUDNA,117
GWIOŹDZIK,117
GWIS,117
HACZKOWSKA,117
HAJDUS,117
HALBINA,117
HENKIEL,117
HĘŚ,117
HORBOWA,117
ITRICH,117
JAHOŁKOWSKA,117
JAMER,117
JARONIEC,117
JENDRYCH,117
JĘDRUSIŃSKA,117
KAPELAŃCZYK,117
KARPIENIA,117
KAZALSKA,117
KIEJKO,117
KIELIŚ,117
KIOŁBASA,117
KLEM,117
KLETA,117
KMIT,117
KOLBUSZEWSKA,117
KOŁTOŃSKA,117
KOMINIARCZYK,117
KONDRUSIK,117
KORZECKA,117
KRĄKOWSKA,117
KRĄŻEK,117
KRÓLSKA,117
KRÓWCZYŃSKA,117
KRZUŚ,117
KUŹLAK,117
LAMCHA,117
LECIŃSKA,117
LEGEŻYŃSKA,117
LEŚNOWOLSKA,117
LICHOROBIEC,117
LIEGMANN,117
LIPNIACKA,117
LUKOSZ,117
ŁAJDECKA,117
ŁASSA,117
MANTYK,117
MARDOFEL,117
MICHCIK,117
MICHNIOWSKA,117
MOJSYM,117
MOKRZAN,117
MOŚKO,117
MUŚKO,117
NADACHEWICZ,117
NADOLNY,117
OBŁĘKOWSKA,117
OBNISKA,117
OCIŃSKA,117
OLSZANECKA,117
OŁDZIEJ,117
OSTANEK,117
PECA,117
PIELARZ,117
PIETRYSZYN,117
PILKIEWICZ,117
PŁOUCHA,117
PONA,117
PONIŻY,117
PORZEŻYŃSKA,117
PRAŻNIEWSKA,117
PRZAŁA,117
PUSZCZYKOWSKA,117
RACEWICZ,117
RAKSZEWSKA,117
REDMAN,117
RESTEL,117
RĘBAS,117
ROMANCHUK,117
RUMOCKA,117
RUŻYCKA,117
SADOWNICZYK,117
SAJEK,117
SALCZYŃSKA,117
SALISZ,117
SAŁAPATA,117
SĄDAJ,117
SCHEFFS,117
SCHÜTZ,117
SIEŃCZYK,117
SINIŁO,117
SKOCZYPIEC,117
SKOTNICZNY,117
SKROBAS,117
SŁĄBA,117
SMACZNA,117
SONNEK,117
STOPIKOWSKA,117
STOSZKO,117
STRĘBSKA,117
SUTYŁA,117
SZAŁAŚNY,117
SZLEJTER,117
SZRAMKE,117
SZURKOWSKA,117
SZYMOREK,117
ŚMIDOWICZ,117
ŚWIRGOŃ,117
TODORSKA,117
TRAWA,117
TUCHEWICZ,117
TUNIA,117
TYMOREK,117
UKRAIŃSKA,117
WARDAWA,117
WENCEK,117
